date,time,direction,entry_price,stop_loss,take_profit,exit_price,pnl,result,balance
2026-02-04,09:30,short,25195.6,25215.6,25175.6,25215.6,-132.31,LOSS,8072.84
2026-02-04,09:40,short,25239.7,25259.7,25219.7,25259.7,-130.17,LOSS,7942.67
2026-02-04,09:50,short,25211.35,25231.35,25191.35,25191.35,110.2,WIN,8052.87
2026-02-04,10:30,short,25084.5,25104.5,25064.5,25104.5,-129.85,LOSS,7923.02
2026-02-04,10:45,short,25073.35,25093.35,25053.35,25093.35,-127.76,LOSS,7795.26
2026-02-05,09:05,short,24705.05,24725.05,24685.05,24685.05,108.16,WIN,7903.42
2026-02-06,09:05,long,24721.15,24701.15,24741.15,24701.15,-127.44,LOSS,7775.98
2026-02-06,09:35,long,24827.65,24807.65,24847.65,24807.65,-125.39,LOSS,7650.59
2026-02-06,10:15,long,24765.9,24745.9,24785.9,24745.9,-123.37,LOSS,7527.22
2026-02-06,10:25,long,24820.4,24800.4,24840.4,24800.4,-121.38,LOSS,7405.85
2026-02-06,10:55,long,24811.9,24791.9,24831.9,24831.9,102.76,WIN,7508.6
2026-02-09,09:55,long,25034.5,25014.5,25054.5,25054.5,104.18,WIN,7612.79
2026-02-09,10:05,long,25119.75,25099.75,25139.75,25099.75,-122.76,LOSS,7490.03
2026-02-10,10:15,long,25327.1,25307.1,25347.1,25307.1,-120.78,LOSS,7369.25
2026-02-10,10:30,long,25326.6,25306.6,25346.6,25306.6,-118.83,LOSS,7250.42
2026-02-10,10:50,long,25309.1,25289.1,25329.1,25289.1,-116.91,LOSS,7133.51
2026-02-10,11:00,long,25308.6,25288.6,25328.6,25288.6,-115.03,LOSS,7018.48
2026-02-10,11:15,long,25304.1,25284.1,25324.1,25284.1,-113.17,LOSS,6905.31
2026-02-10,11:50,short,25259.1,25279.1,25239.1,25239.1,95.81,WIN,7001.12
2026-02-11,09:40,long,25312.1,25292.1,25332.1,25292.1,-112.89,LOSS,6888.23
2026-02-11,11:00,short,25132.02,25152.02,25112.02,25112.02,95.57,WIN,6983.8
2026-02-11,11:25,short,25115.9,25135.9,25095.9,25135.9,-112.61,LOSS,6871.19
2026-02-11,11:45,short,25126.27,25146.27,25106.27,25106.27,95.34,WIN,6966.53
2026-02-12,09:20,long,25300.65,25280.65,25320.65,25280.65,-112.34,LOSS,6854.19
2026-02-12,12:40,short,24829.15,24849.15,24809.15,24809.15,95.1,WIN,6949.29
2026-02-13,09:10,long,24675.5,24655.5,24695.5,24655.5,-112.06,LOSS,6837.24
2026-02-13,09:25,long,24676.5,24656.5,24696.5,24656.5,-110.25,LOSS,6726.98
2026-02-13,09:50,long,24666.75,24646.75,24686.75,24646.75,-108.47,LOSS,6618.51
2026-02-13,10:05,long,24738.25,24718.25,24758.25,24718.25,-106.72,LOSS,6511.79
2026-02-13,10:20,long,24711.5,24691.5,24731.5,24731.5,90.35,WIN,6602.14
2026-02-13,10:50,long,24752.9,24732.9,24772.9,24732.9,-106.46,LOSS,6495.68
2026-02-13,11:25,long,24787.15,24767.15,24807.15,24767.15,-104.74,LOSS,6390.94
2026-02-16,10:10,short,24696.9,24716.9,24676.9,24676.9,88.67,WIN,6479.61
2026-02-16,11:15,short,24646.25,24666.25,24626.25,24666.25,-104.48,LOSS,6375.13
2026-02-16,11:35,short,24611.65,24631.65,24591.65,24631.65,-102.8,LOSS,6272.33
2026-02-16,11:50,short,24661.5,24681.5,24641.5,24681.5,-101.14,LOSS,6171.19
2026-02-17,09:35,long,24739.3,24719.3,24759.3,24719.3,-99.51,LOSS,6071.68
2026-02-17,10:20,short,24484.3,24504.3,24464.3,24464.3,84.24,WIN,6155.92
2026-02-17,12:15,long,24651.05,24631.05,24671.05,24631.05,-99.26,LOSS,6056.66
2026-02-17,12:25,long,24696.05,24676.05,24716.05,24676.05,-97.66,LOSS,5958.99
2026-02-17,12:35,long,24660.3,24640.3,24680.3,24640.3,-96.09,LOSS,5862.91
2026-02-18,09:45,short,24740.65,24760.65,24720.65,24760.65,-94.54,LOSS,5768.37
2026-02-18,12:00,long,25037.05,25017.05,25057.05,25057.05,80.04,WIN,5848.4
2026-02-18,12:35,long,25028.8,25008.8,25048.8,25048.8,81.15,WIN,5929.55
2026-02-19,09:05,short,24770.9,24790.9,24750.9,24790.9,-95.61,LOSS,5833.93
2026-02-19,09:25,short,24771.4,24791.4,24751.4,24791.4,-94.07,LOSS,5739.86
2026-02-19,09:35,short,24750.7,24770.7,24730.7,24770.7,-92.56,LOSS,5647.31
2026-02-19,09:45,short,24763.65,24783.65,24743.65,24783.65,-91.06,LOSS,5556.24
2026-02-19,10:35,long,24858.15,24838.15,24878.15,24838.15,-89.59,LOSS,5466.65
2026-02-19,10:55,long,24862.15,24842.15,24882.15,24842.15,-88.15,LOSS,5378.5
2026-02-19,11:05,long,24832.65,24812.65,24852.65,24812.65,-86.73,LOSS,5291.77
2026-02-19,11:15,long,24880.4,24860.4,24900.4,24860.4,-85.33,LOSS,5206.44
2026-02-19,11:30,long,24854.4,24834.4,24874.4,24834.4,-83.95,LOSS,5122.49
2026-02-19,12:25,short,24797.65,24817.65,24777.65,24777.65,71.07,WIN,5193.56
2026-02-20,10:20,long,24945.0,24925.0,24965.0,24925.0,-83.75,LOSS,5109.82
2026-02-20,11:30,long,24977.65,24957.65,24997.65,24957.65,-82.4,LOSS,5027.42
2026-02-23,09:15,long,24891.9,24871.9,24911.9,24911.9,69.76,WIN,5097.18
2026-02-23,10:05,short,24809.4,24829.4,24789.4,24829.4,-82.19,LOSS,5014.98
2026-02-23,10:25,short,24824.65,24844.65,24804.65,24844.65,-80.87,LOSS,4934.12
2026-02-24,10:05,long,24860.9,24840.9,24880.9,24840.9,-79.56,LOSS,4854.55
2026-02-24,10:15,long,24855.9,24835.9,24875.9,24875.9,67.36,WIN,4921.91
2026-02-24,11:35,long,24951.15,24931.15,24971.15,24971.15,68.29,WIN,4990.2
2026-02-25,09:20,long,25112.4,25092.4,25132.4,25132.4,69.24,WIN,5059.44
2026-02-25,11:00,long,25249.9,25229.9,25269.9,25269.9,70.2,WIN,5129.64
2026-02-26,11:30,short,25034.2,25054.2,25014.2,25014.2,71.17,WIN,5200.82
2026-02-26,11:40,short,24970.95,24990.95,24950.95,24990.95,-83.86,LOSS,5116.95
2026-02-27,09:40,short,24814.0,24834.0,24794.0,24834.0,-82.51,LOSS,5034.44
2026-02-27,10:55,long,24954.1,24934.1,24974.1,24974.1,69.85,WIN,5104.29
2026-02-27,11:10,long,24958.55,24938.55,24978.55,24978.55,70.82,WIN,5175.12
2026-02-27,11:25,long,24939.05,24919.05,24959.05,24959.05,71.8,WIN,5246.92
2026-02-27,11:50,long,24956.55,24936.55,24976.55,24936.55,-84.61,LOSS,5162.32
2026-03-02,09:35,long,24782.5,24762.5,24802.5,24802.5,71.63,WIN,5233.94
2026-03-02,11:30,long,24880.15,24860.15,24900.15,24900.15,72.62,WIN,5306.56
2026-03-02,11:40,long,24989.15,24969.15,25009.15,25009.15,73.63,WIN,5380.19
2026-03-03,10:00,short,24464.15,24484.15,24444.15,24484.15,-86.76,LOSS,5293.44
2026-03-03,10:10,short,24480.75,24500.75,24460.75,24460.75,73.45,WIN,5366.88
2026-03-03,10:20,short,24376.77,24396.77,24356.77,24356.77,74.47,WIN,5441.35
2026-03-03,10:45,short,24398.75,24418.75,24378.75,24378.75,75.5,WIN,5516.85
2026-03-03,12:35,long,24605.25,24585.25,24625.25,24625.25,76.55,WIN,5593.39
2026-03-03,12:45,long,24666.65,24646.65,24686.65,24646.65,-90.19,LOSS,5503.2
2026-03-03,12:55,long,24619.75,24599.75,24639.75,24619.75,-6.19,FORCED_CLOSE,5497.01
2026-03-04,09:00,long,24870.05,24850.05,24890.05,24850.05,-88.64,LOSS,5408.37
2026-03-04,09:30,long,24945.55,24925.55,24965.55,24925.55,-87.21,LOSS,5321.16
2026-03-04,09:45,long,24875.9,24855.9,24895.9,24855.9,-85.8,LOSS,5235.36
2026-03-04,09:55,long,24899.2,24879.2,24919.2,24879.2,-84.42,LOSS,5150.94
2026-03-04,12:35,long,25145.05,25125.05,25165.05,25148.3,6.76,FORCED_CLOSE,5157.7
2026-03-05,10:45,short,25020.05,25040.05,25000.05,25040.05,-83.17,LOSS,5074.53
2026-03-05,11:00,short,25009.8,25029.8,24989.8,25029.8,-81.83,LOSS,4992.7
2026-03-05,11:35,short,24999.3,25019.3,24979.3,24979.3,69.27,WIN,5061.98
2026-03-05,12:20,short,24954.8,24974.8,24934.8,24934.8,70.23,WIN,5132.21
2026-03-06,09:35,short,24661.8,24681.8,24641.8,24681.8,-82.76,LOSS,5049.45
2026-03-06,09:45,short,24655.4,24675.4,24635.4,24675.4,-81.42,LOSS,4968.03
2026-03-06,09:55,short,24671.65,24691.65,24651.65,24691.65,-80.11,LOSS,4887.92
2026-03-06,10:05,short,24657.15,24677.15,24637.15,24677.15,-78.82,LOSS,4809.1
2026-03-06,11:35,long,24838.65,24818.65,24858.65,24858.65,66.73,WIN,4875.83
2026-03-06,12:15,long,24829.05,24809.05,24849.05,24849.05,67.65,WIN,4943.48
2026-03-09,09:15,long,24406.65,24386.65,24426.65,24386.65,-79.71,LOSS,4863.77
2026-03-09,09:30,long,24469.0,24449.0,24489.0,24449.0,-78.43,LOSS,4785.34
2026-03-09,10:30,long,24421.0,24401.0,24441.0,24441.0,66.4,WIN,4851.74
2026-03-10,09:10,short,24961.75,24981.75,24941.75,24981.75,-78.23,LOSS,4773.5
2026-03-10,10:10,short,24922.0,24942.0,24902.0,24942.0,-76.97,LOSS,4696.53
2026-03-10,12:10,long,25106.25,25086.25,25126.25,25126.25,65.16,WIN,4761.69
2026-03-10,12:20,long,25123.0,25103.0,25143.0,25143.0,66.07,WIN,4827.76
2026-03-10,12:50,long,25151.5,25131.5,25171.5,25147.0,-21.72,FORCED_CLOSE,4806.04
2026-03-11,10:40,long,25029.75,25009.75,25049.75,25049.75,66.68,WIN,4872.72
2026-03-11,10:50,long,25042.5,25022.5,25062.5,25062.5,67.61,WIN,4940.33
2026-03-11,11:00,long,25065.25,25045.25,25085.25,25045.25,-79.66,LOSS,4860.67
2026-03-12,09:05,short,24835.2,24855.2,24815.2,24815.2,67.44,WIN,4928.11
2026-03-12,09:15,short,24780.05,24800.05,24760.05,24760.05,68.38,WIN,4996.49
2026-03-12,09:35,short,24811.55,24831.55,24791.55,24791.55,69.33,WIN,5065.81
2026-03-12,09:45,short,24736.45,24756.45,24716.45,24756.45,-81.69,LOSS,4984.13
2026-03-12,10:50,short,24627.95,24647.95,24607.95,24607.95,69.15,WIN,5053.28
2026-03-13,09:05,long,24657.9,24637.9,24677.9,24677.9,70.11,WIN,5123.4
2026-03-13,09:30,long,24661.95,24641.95,24681.95,24641.95,-82.61,LOSS,5040.78
2026-03-13,09:40,long,24771.05,24751.05,24791.05,24791.05,69.94,WIN,5110.72
2026-03-13,10:30,long,24687.4,24667.4,24707.4,24667.4,-82.41,LOSS,5028.31
2026-03-13,12:40,short,24426.3,24446.3,24406.3,24406.3,69.77,WIN,5098.08
2026-03-13,12:55,short,24395.05,24415.05,24375.05,24395.05,-5.74,FORCED_CLOSE,5092.34
2026-03-16,09:35,long,24694.95,24674.95,24714.95,24714.95,70.66,WIN,5163.0
2026-03-16,11:20,long,24737.0,24717.0,24757.0,24717.0,-83.25,LOSS,5079.75
2026-03-17,10:20,long,24852.75,24832.75,24872.75,24832.75,-81.91,LOSS,4997.84
2026-03-17,11:15,long,24836.5,24816.5,24856.5,24816.5,-80.59,LOSS,4917.25
2026-03-18,09:40,short,24746.85,24766.85,24726.85,24766.85,-79.29,LOSS,4837.96
2026-03-18,09:50,short,24734.55,24754.55,24714.55,24754.55,-78.01,LOSS,4759.94
2026-03-18,10:00,short,24733.15,24753.15,24713.15,24753.15,-76.75,LOSS,4683.19
2026-03-18,10:10,short,24687.0,24707.0,24667.0,24707.0,-75.52,LOSS,4607.67
2026-03-18,11:15,short,24673.3,24693.3,24653.3,24693.3,-74.3,LOSS,4533.37
2026-03-18,11:40,short,24691.3,24711.3,24671.3,24711.3,-73.1,LOSS,4460.27
2026-03-18,12:00,short,24688.8,24708.8,24668.8,24668.8,61.89,WIN,4522.16
2026-03-18,12:30,short,24650.3,24670.3,24630.3,24630.3,62.74,WIN,4584.9
2026-03-19,09:20,short,24246.5,24266.5,24226.5,24226.5,63.62,WIN,4648.52
2026-03-19,10:25,short,24231.65,24251.65,24211.65,24251.65,-74.96,LOSS,4573.56
2026-03-19,12:15,short,24262.65,24282.65,24242.65,24242.65,63.46,WIN,4637.02
2026-03-19,12:30,short,24266.15,24286.15,24246.15,24286.15,-74.77,LOSS,4562.25
2026-03-19,12:55,short,24261.9,24281.9,24241.9,24261.9,-5.13,FORCED_CLOSE,4557.12
2026-03-20,09:35,short,24194.1,24214.1,24174.1,24214.1,-73.48,LOSS,4483.63
2026-03-20,09:50,short,24169.35,24189.35,24149.35,24149.35,62.21,WIN,4545.84
2026-03-20,11:20,short,24080.45,24100.45,24060.45,24060.45,63.07,WIN,4608.92
2026-03-20,11:40,short,24103.6,24123.6,24083.6,24083.6,63.95,WIN,4672.87
2026-03-23,09:35,long,24351.5,24331.5,24371.5,24331.5,-75.35,LOSS,4597.52
2026-03-23,09:45,long,24387.4,24367.4,24407.4,24367.4,-74.13,LOSS,4523.38
2026-03-23,10:50,long,24414.9,24394.9,24434.9,24434.9,62.76,WIN,4586.14
2026-03-24,09:35,short,24020.45,24040.45,24000.45,24000.45,63.63,WIN,4649.78
2026-03-24,10:10,short,24039.5,24059.5,24019.5,24019.5,64.52,WIN,4714.29
2026-03-24,10:30,short,24049.6,24069.6,24029.6,24029.6,65.41,WIN,4779.7
2026-03-24,10:45,short,24037.5,24057.5,24017.5,24057.5,-77.07,LOSS,4702.63
2026-03-24,12:15,long,24149.75,24129.75,24169.75,24129.75,-75.83,LOSS,4626.8
2026-03-25,09:50,short,24183.5,24203.5,24163.5,24203.5,-74.61,LOSS,4552.19
2026-03-25,11:35,short,24193.25,24213.25,24173.25,24173.25,63.16,WIN,4615.35
2026-03-26,09:05,short,23941.3,23961.3,23921.3,23961.3,-74.42,LOSS,4540.93
2026-03-26,11:55,short,23915.8,23935.8,23895.8,23895.8,63.01,WIN,4603.94
2026-03-27,09:30,short,23392.65,23412.65,23372.65,23412.65,-74.24,LOSS,4529.7
2026-03-27,09:45,short,23443.65,23463.65,23423.65,23423.65,62.85,WIN,4592.55
2026-03-27,09:55,short,23308.6,23328.6,23288.6,23328.6,-74.05,LOSS,4518.49
2026-03-27,10:55,short,23339.4,23359.4,23319.4,23359.4,-72.86,LOSS,4445.63
2026-03-27,11:05,short,23343.5,23363.5,23323.5,23323.5,61.68,WIN,4507.32
2026-03-27,12:50,short,23309.4,23329.4,23289.4,23301.9,20.28,FORCED_CLOSE,4527.6
2026-03-30,09:05,long,23290.75,23270.75,23310.75,23310.75,62.82,WIN,4590.42
2026-03-30,10:10,long,23337.25,23317.25,23357.25,23317.25,-74.02,LOSS,4516.4
2026-03-30,12:05,short,23177.9,23197.9,23157.9,23157.9,62.67,WIN,4579.06
2026-03-31,09:15,long,23216.3,23196.3,23236.3,23196.3,-73.84,LOSS,4505.23
2026-03-31,09:25,long,23235.75,23215.75,23255.75,23255.75,62.51,WIN,4567.74
2026-03-31,10:05,long,23222.05,23202.05,23242.05,23242.05,63.38,WIN,4631.11
2026-03-31,10:35,long,23280.55,23260.55,23300.55,23260.55,-74.68,LOSS,4556.44
2026-03-31,12:15,long,23365.65,23345.65,23385.65,23345.65,-73.47,LOSS,4482.96
2026-03-31,12:30,long,23324.65,23304.65,23344.65,23344.65,62.2,WIN,4545.17
2026-04-01,09:40,long,24008.8,23988.8,24028.8,23988.8,-73.29,LOSS,4471.87
2026-04-01,11:05,long,23993.7,23973.7,24013.7,23973.7,-72.11,LOSS,4399.77
2026-04-01,11:40,long,24039.55,24019.55,24059.55,24019.55,-70.95,LOSS,4328.82
2026-04-02,09:55,short,23561.15,23581.15,23541.15,23581.15,-69.8,LOSS,4259.02
2026-04-02,10:10,short,23556.0,23576.0,23536.0,23576.0,-68.68,LOSS,4190.34
2026-04-02,10:40,short,23546.75,23566.75,23526.75,23566.75,-67.57,LOSS,4122.77
2026-04-02,12:55,long,23973.65,23953.65,23993.65,23973.65,-4.64,FORCED_CLOSE,4118.13
2026-04-03,09:25,long,24004.85,23984.85,24024.85,24024.85,57.14,WIN,4175.27
2026-04-03,09:40,long,24003.15,23983.15,24023.15,23983.15,-67.33,LOSS,4107.95
2026-04-06,09:50,short,24157.8,24177.8,24137.8,24137.8,57.0,WIN,4164.94
2026-04-06,10:05,short,24149.95,24169.95,24129.95,24129.95,57.79,WIN,4222.73
2026-04-06,10:35,short,24142.3,24162.3,24122.3,24162.3,-68.09,LOSS,4154.64
2026-04-06,11:10,long,24202.7,24182.7,24222.7,24222.7,57.65,WIN,4212.29
2026-04-06,12:20,short,24133.95,24153.95,24113.95,24113.95,58.45,WIN,4270.73
2026-04-07,09:00,short,24048.8,24068.8,24028.8,24068.8,-68.87,LOSS,4201.87
2026-04-07,09:30,short,24069.8,24089.8,24049.8,24049.8,58.3,WIN,4260.17
2026-04-07,10:15,short,24068.55,24088.55,24048.55,24088.55,-68.7,LOSS,4191.47
2026-04-07,10:40,short,24047.8,24067.8,24027.8,24027.8,58.16,WIN,4249.63
2026-04-07,11:00,short,23933.7,23953.7,23913.7,23913.7,58.96,WIN,4308.59
2026-04-07,12:20,short,23881.7,23901.7,23861.7,23901.7,-69.48,LOSS,4239.12
2026-04-07,12:35,short,23910.95,23930.95,23890.95,23930.95,-68.36,LOSS,4170.76
2026-04-08,09:05,long,25080.45,25060.45,25100.45,25060.45,-67.25,LOSS,4103.51
2026-04-09,09:35,long,24879.0,24859.0,24899.0,24899.0,56.94,WIN,4160.44
2026-04-09,09:55,long,24877.75,24857.75,24897.75,24897.75,57.73,WIN,4218.17
2026-04-09,10:35,long,24909.8,24889.8,24929.8,24929.8,58.53,WIN,4276.7
2026-04-09,10:45,long,24922.75,24902.75,24942.75,24902.75,-68.96,LOSS,4207.73
2026-04-09,12:15,long,24945.25,24925.25,24965.25,24925.25,-67.85,LOSS,4139.88
2026-04-10,09:05,long,25126.1,25106.1,25146.1,25146.1,57.44,WIN,4197.33
2026-04-10,09:30,long,25146.95,25126.95,25166.95,25166.95,58.24,WIN,4255.56
2026-04-10,10:30,long,25184.35,25164.35,25204.35,25164.35,-68.62,LOSS,4186.94
2026-04-10,10:40,long,25170.85,25150.85,25190.85,25190.85,58.09,WIN,4245.04
2026-04-10,10:55,long,25166.45,25146.45,25186.45,25146.45,-68.45,LOSS,4176.59
2026-04-10,11:10,long,25169.85,25149.85,25189.85,25189.85,57.95,WIN,4234.54
2026-04-10,11:55,long,25199.35,25179.35,25219.35,25179.35,-68.28,LOSS,4166.25
2026-04-10,12:10,long,25216.55,25196.55,25236.55,25236.55,57.81,WIN,4224.06
2026-04-13,10:50,long,25124.05,25104.05,25144.05,25144.05,58.61,WIN,4282.67
2026-04-13,12:55,long,25162.7,25142.7,25182.7,25162.7,-4.82,FORCED_CLOSE,4277.85
2026-04-14,09:00,long,25536.75,25516.75,25556.75,25516.75,-68.98,LOSS,4208.87
2026-04-14,09:30,long,25531.4,25511.4,25551.4,25511.4,-67.87,LOSS,4141.0
2026-04-14,10:30,long,25578.45,25558.45,25598.45,25598.45,57.46,WIN,4198.46
2026-04-14,12:10,long,25640.9,25620.9,25660.9,25660.9,58.25,WIN,4256.71
2026-04-15,09:15,short,25829.6,25849.6,25809.6,25849.6,-68.64,LOSS,4188.07
2026-04-15,10:15,long,25857.1,25837.1,25877.1,25877.1,58.11,WIN,4246.18
2026-04-15,10:30,long,25875.35,25855.35,25895.35,25895.35,58.92,WIN,4305.1
2026-04-15,10:45,long,25893.35,25873.35,25913.35,25913.35,59.73,WIN,4364.83
