date,time,direction,entry_price,stop_loss,take_profit,exit_price,pnl,result,balance
2026-04-15,10:15,long,25857.1,25857.1,25897.1,25857.1,-7.36,BREAKEVEN,6535.99
2026-04-15,10:45,long,25893.35,25893.35,25933.35,25933.35,188.73,WIN,6724.72
2026-04-16,09:10,short,26270.3,26290.3,26230.3,26290.3,-108.44,LOSS,6616.28
2026-04-16,10:10,short,26272.05,26292.05,26232.05,26292.05,-106.69,LOSS,6509.6
2026-04-16,10:35,short,26221.25,26241.25,26181.25,26241.25,-104.97,LOSS,6404.63
2026-04-16,11:15,short,26181.55,26201.55,26141.55,26201.55,-103.27,LOSS,6301.35
2026-04-17,10:35,long,26558.5,26558.5,26598.5,26558.5,-7.09,BREAKEVEN,6294.27
2026-04-17,10:50,long,26572.5,26552.5,26612.5,26552.5,-101.5,LOSS,6192.77
2026-04-17,11:00,long,26611.5,26611.5,26651.5,26611.5,-6.97,BREAKEVEN,6185.8
2026-04-20,09:00,long,26575.7,26575.7,26615.7,26615.7,178.62,WIN,6364.42
2026-04-20,10:40,long,26620.3,26600.3,26660.3,26600.3,-102.63,LOSS,6261.79
2026-04-20,10:50,long,26643.85,26643.85,26683.85,26643.85,-7.04,BREAKEVEN,6254.75
2026-04-20,11:05,long,26634.85,26614.85,26674.85,26614.85,-100.86,LOSS,6153.89
2026-04-20,11:20,long,26634.55,26614.55,26674.55,26614.55,-99.23,LOSS,6054.66
2026-04-20,12:30,short,26526.35,26546.35,26486.35,26546.35,-97.63,LOSS,5957.03
2026-04-20,12:45,short,26522.6,26522.6,26482.6,26522.6,-6.7,BREAKEVEN,5950.33
2026-04-21,09:05,long,26748.25,26728.25,26788.25,26728.25,-95.95,LOSS,5854.38
2026-04-22,10:20,long,26745.15,26725.15,26785.15,26725.15,-94.4,LOSS,5759.97
2026-04-22,10:40,long,26725.9,26705.9,26765.9,26705.9,-92.88,LOSS,5667.1
2026-04-22,10:55,long,26737.9,26737.9,26777.9,26737.9,-6.38,BREAKEVEN,5660.72
2026-04-22,11:10,long,26796.7,26796.7,26836.7,26836.7,163.45,WIN,5824.17
2026-04-23,10:00,long,26895.8,26875.8,26935.8,26875.8,-93.91,LOSS,5730.26
2026-04-23,10:15,long,26888.4,26868.4,26928.4,26868.4,-92.4,LOSS,5637.86
2026-04-23,10:35,long,26920.8,26920.8,26960.8,26920.8,-6.34,BREAKEVEN,5631.52
2026-04-23,11:40,long,26906.8,26906.8,26946.8,26946.8,162.61,WIN,5794.13
2026-04-23,12:55,long,26963.8,26943.8,27003.8,26963.8,-6.52,FORCED_CLOSE,5787.61
2026-04-24,09:00,long,27153.95,27153.95,27193.95,27153.95,-6.51,BREAKEVEN,5781.1
2026-04-24,11:50,long,27139.05,27139.05,27179.05,27179.05,166.93,WIN,5948.02
2026-04-27,10:35,short,27270.35,27270.35,27230.35,27230.35,171.75,WIN,6119.77
2026-04-27,11:00,short,27271.15,27271.15,27231.15,27271.15,-6.88,BREAKEVEN,6112.89
2026-04-27,11:40,short,27266.65,27266.65,27226.65,27266.65,-6.88,BREAKEVEN,6106.01
2026-04-27,11:55,short,27258.15,27258.15,27218.15,27218.15,176.31,WIN,6282.32
2026-04-27,12:50,short,27244.9,27264.9,27204.9,27255.65,-57.72,FORCED_CLOSE,6224.6
2026-04-28,09:00,short,26975.9,26975.9,26935.9,26975.9,-7.0,BREAKEVEN,6217.6
2026-04-28,10:10,short,27007.65,27027.65,26967.65,27027.65,-100.26,LOSS,6117.34
2026-04-28,10:25,short,27014.5,27034.5,26974.5,27034.5,-98.64,LOSS,6018.7
2026-04-29,09:30,short,27095.5,27115.5,27055.5,27115.5,-97.05,LOSS,5921.65
2026-04-29,09:45,short,27115.4,27135.4,27075.4,27135.4,-95.49,LOSS,5826.16
2026-04-29,10:15,short,27105.5,27105.5,27065.5,27065.5,168.23,WIN,5994.39
2026-04-29,11:00,short,27090.4,27090.4,27050.4,27090.4,-6.74,BREAKEVEN,5987.65
2026-04-29,12:15,long,27153.15,27153.15,27193.15,27153.15,-6.74,BREAKEVEN,5980.91
